Date,AAPL_daily_return,ADBE_daily_return,ADP_daily_return,AEP_daily_return,AMAT_daily_return,AMGN_daily_return,ANSS_daily_return,ATVI_daily_return,AZN_daily_return,BKNG_daily_return,CDNS_daily_return,CHTR_daily_return,COST_daily_return,CRWD_daily_return,CSGP_daily_return,CTAS_daily_return,DDOG_daily_return,DXCM_daily_return,EBAY_daily_return,EXC_daily_return,FAST_daily_return,FTNT_daily_return,GILD_daily_return,GOOGL_daily_return,IDXX_daily_return,INTC_daily_return,ISRG_daily_return,KDP_daily_return,KLAC_daily_return,LRCX_daily_return,MAR_daily_return,MDLZ_daily_return,META_daily_return,MRNA_daily_return,MSFT_daily_return,NFLX_daily_return,NXPI_daily_return,ORLY_daily_return,PAYX_daily_return,PDD_daily_return,PYPL_daily_return,REGN_daily_return,ROST_daily_return,SGEN_daily_return,SNPS_daily_return,TMUS_daily_return,TXN_daily_return,VRTX_daily_return,WBD_daily_return,XEL_daily_return,ZS_daily_return
2020-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04 00:00:00,-0.024719355843674573,-0.02955290514996034,-0.04108959080545349,-0.02077589002926905,0.0066048529161744085,-0.014178780811180958,-0.016849847638595317,-0.031771635921346686,0.010602010275483353,-0.028371028592011016,-0.004910930183347095,-0.02194839205505017,0.008944002073057122,-0.05348881804971617,-0.03139741618524827,-0.027895612578307194,-0.07324257319847405,-0.03240292909978837,0.024875595822303254,-0.024869753906368808,-0.02416566612123172,-0.01999595621021255,0.031754309540463765,-0.015125758068315953,-0.016204225463896216,-0.003010871315858199,-0.022124515741899442,-0.012812474718873923,0.005484703375778555,0.012175155843515917,-0.05419941968616693,-0.009406661760303248,-0.015448825465396943,0.06949365417248354,-0.02126615887249894,-0.03304790886885223,0.01905532303595181,0.003093430571684763,-0.03026399539426694,-0.06129340632566005,-0.009735263915484849,-0.0005174805066761046,-0.04673889263615416,-0.03831224584475923,-0.017512704278488278,-0.017945964539865744,-0.011637027062621486,-0.02923755508665693,0.017946128462623667,-0.015149039708650447,-0.018126334456355475
2021-01-05 00:00:00,0.012363950602905849,0.0007211565215241578,-0.0027816205607729128,-0.0013488431076422724,0.03142630244315603,0.0048529922931612735,0.006039010997402672,0.008787539346583051,0.003563010643918396,0.011085537211340313,0.0027990932394548196,-0.016135267249885343,-0.01160048917539025,0.053618632876772265,-0.0016308527305128884,0.015395760456463181,0.019730300955058233,0.030776569760657013,0.010291160655604648,-0.0014573752908788595,0.013221472292397118,-0.026243471825331155,-0.0018299325823416535,0.008064272319336263,0.01116379786201338,0.018924971444894467,0.006312561275961359,0.0015827145065048231,0.02097330936186914,0.03458018945748642,0.010579461720757743,0.001035999804583021,0.007548147396700955,-0.022822903205431344,0.0009647131997265745,-0.0039398646220911715,0.02240181962331178,-0.005925507047102152,-0.0037626613942115528,0.1224367329320315,0.012892400469001197,0.0012219419156034306,0.0008541773185941626,0.003384238847032428,0.016450796036117543,-0.004379571126954307,0.0073354004622578906,-0.0037047939321853685,0.029056523714733107,-0.009747249330659402,-0.013310218058519285
2021-01-06 00:00:00,-0.033661726913410295,-0.03990200495253249,-0.003501911715224848,0.007982224024670304,0.013727599469033347,0.024104310511341875,-0.02759634562526092,-0.029661537613796085,0.004141955544355813,0.028216642203175768,-0.04039958883985573,-0.018976133115868654,-0.01522343297603912,-0.01131414186469415,0.0032445840729342645,0.006019162436231351,-0.01827364259431241,0.019444104210805113,0.02287154909565392,0.032595366984339735,0.016984279423474913,-0.025610266794666492,0.03249993518645988,-0.00986759259713954,-0.027470545376347077,0.0096819309802334,-0.015228879556270947,0.00379270174963664,-0.0021823921149612957,0.003922708433437894,0.02617195369236036,-0.0018972181613655659,-0.028268825433079403,0.0648470581724212,-0.02592942342700777,-0.03899769207880144,0.018410143288177583,0.030801262927857564,0.012552769586182011,-0.05582263418055211,-0.03439615897617043,-0.027634740990386764,0.0436973937606111,-0.013313609467455634,-0.035497768087637493,-0.002427055816497381,0.004957158382001392,-0.008443468016055,0.08661165934608683,0.022146937127563326,-0.046826533795008674
2021-01-07 00:00:00,0.03412319904762362,0.02451157542326765,0.005658194222768254,-0.026681367320112725,0.04106566312336968,0.003301200489036926,0.04321233318358009,0.018977245410956467,-0.014142627122030516,-0.004427023027768651,0.04906616420741727,0.008422618826556594,-0.005675217530763388,0.06042611801951514,0.009791439388641132,0.01159575280998082,0.05814078016133584,0.02989995167292614,-0.0030064131892006962,-0.00989388274741465,0.0124236244430731,0.03721670724725512,0.009201037513523191,0.029868658991099695,0.0239660798006891,0.021330738764839152,0.019450235530692028,0.006010802589003772,0.04894260082357138,0.036194136751915185,0.007419252680680888,-0.0019008244400147145,0.02062205281276075,-0.010063700127657449,0.02845716443258728,0.016783601226727507,0.03716229768460155,0.010146612698351376,0.004168879443015916,0.01906645045084865,0.03619446893622569,0.023633806198154028,-0.0022079679671294095,0.05763118806807532,0.03660392271267421,0.012620722858021294,0.0226525443858967,0.02757555776884124,0.0043796065950045815,-0.019560456864375242,0.046795385362202735
2021-01-08 00:00:00,0.008631552203847148,0.015405902833317109,0.013029171993947486,-0.008887218134353336,0.010575285319313288,0.01910102129469582,0.026409552732950203,0.018177890182023093,0.013349286557958528,0.01861282656811447,-0.00627508640059482,0.0073201092598751405,0.005490280084804677,0.010204517516499978,0.015505665635376698,-0.0138287813423138,0.034147382787662606,0.0024020887152198522,0.026762181398149787,0.004282597374800634,0.0209214161793998,0.03413614847787261,0.00831731738324315,0.013238719453334324,0.036369897770212045,-0.010346763782833945,0.013041176246696873,0.006289294020978886,0.017937177889558065,-0.02493873431444238,-0.005063171270943356,0.007444552281429484,-0.004353586934106368,-0.020331882981564076,0.006092747648829722,0.002967201565332367,0.00022846593847192231,0.017067502948333146,0.005353474363668065,0.0036087562341455826,0.03156915265352911,0.03642975547505767,0.00319625916927202,0.0073713032845244,0.015298993629673685,0.014040056182220928,0.01917328362850368,0.01760414860868531,0.006686032907972539,0.009208135146769436,0.022377580922759543
2021-01-11 00:00:00,-0.02324906269481508,-0.022387169104308824,-0.01484937388564389,-0.005051771000146199,0.02511513426176526,-0.0038575262826808787,-0.0035499308088493553,-0.004271702295157276,-0.00589852160240345,-0.02641637600014035,-0.011014024327118621,0.010640310142257636,-0.01602953665551532,0.038036963876710406,-0.016476063182124134,-0.03041537601512323,0.04312585004308622,-0.04496375030048516,-0.010095471915001153,-0.008291950212462873,-0.005320245333131912,0.0002025286467628451,-0.008407383692525805,-0.023105670992294436,-0.012957958409751114,-0.0021296367635192937,-0.006228940773681302,-0.01999996769358814,0.020940709623882725,0.029603326151776743,-0.007942023900296191,-0.01890350909380345,-0.040101695603447784,0.04000001894661165,-0.009698483898091137,-0.022139474780755064,-0.010398131467582616,0.01236602983445656,-0.011084615107650575,-0.04580405257288733,-0.020457009719217822,0.00840134411225768,-0.012580753804231293,0.007767587501844364,-0.009018246679122988,-0.01577080498530614,0.0008764331525734637,-0.009957808482496056,0.014438347807628649,-0.020681283329161637,0.006738622201743594
2021-01-12 00:00:00,-0.001395499382794374,-0.005461362160982253,0.003263794848148205,-0.011931949651208806,0.020927002127049343,-0.004125268882242961,-0.00016070918691701852,-0.018259764708437265,-0.005340208222804788,-0.011223278314396845,-0.007201731406346279,-0.030633435494923256,0.0005219034909704767,0.005812912559400862,-0.024414788963972422,-8.834798254087062e-05,0.012757811329061841,-0.028248437316284458,0.03912481663600986,0.005255672424031799,0.02258318763641176,0.03199027904868923,-0.006878878417989731,-0.010738554626568031,-0.01938599751907233,0.03298393636028263,-0.0309961666337355,0.0,0.006502814828788894,0.03864642212773761,-0.00987112085146824,0.004028638088512393,-0.022387478905098068,0.06216954445436529,-0.011770796698735486,-0.009717503594880217,0.01656943105855735,0.02391337379931202,-0.0030768696399748885,-0.01745034303303039,0.0005894711143092923,0.0056271106671166304,0.002399346565333582,0.007428518101702197,-0.007103659929902029,-0.03189641516581154,0.005779056075321032,-0.022417296797299535,0.004839116532211252,-0.015527962363465764,0.03623551614909015
2021-01-13 00:00:00,0.016226587760003852,0.0008480735750251434,-0.026026073215276946,0.003982641249872021,-0.01959809881886454,0.00486083770366097,0.006188543484831666,0.005826224916112954,0.011732001101717682,-0.0063378918831253905,0.0029912794857382963,-0.005599415152990006,0.007550860959305128,-0.030694799783180016,0.010858110411902988,-0.010781605937948968,-0.006914219968490953,0.006607919250645411,-0.005888721088290305,0.017110239726480403,-0.017822485957685097,-0.03276439685823229,-0.00869845496803956,0.005652083301680211,0.0017111420029760627,0.06968440009605281,0.029197290495157846,0.009566209725789143,-0.0030583376537175466,-0.018529695665586043,-0.006907837590011012,0.0008723585374790233,0.0021904618255585984,-0.0039342069944424685,0.0065603527450539545,0.02739506028309946,0.007610164084162596,-0.025413799945506965,-0.012786550228612303,-0.027613835223980865,0.030550389351466256,0.01216014611267302,-0.016507112434661186,-0.0204024659056532,-0.005568767880748893,-0.0014764351371643336,-0.005165365515390152,-0.009939832290358996,0.03937675409888142,0.025394264851238857,0.005730976054149739
2021-01-14 00:00:00,-0.0151270242727507,-0.01859972250046449,-0.016701112432403464,0.00870100936143503,0.07904151796564585,0.016488594595804873,-0.01738643967399056,0.002450765623716711,0.00805815683433897,7.79712528828913e-05,0.009543683461802122,0.008219959239447183,-0.012535756309425827,-0.0035332702863148935,-0.026449971676448025,-0.025818133233612595,-0.028707698426656547,-0.028878779680671096,-0.007898091023090137,-0.005140110573425449,-0.007495142875570404,-0.002501670219678509,0.013974675365708844,-0.009346177176782211,-0.017444416797339657,0.04038635458524564,-0.017635169608080536,-0.003790112764598952,0.04750087616025889,0.05943017096105119,0.01912893397725668,-0.0010458621764577458,-0.023843586133178274,0.045623116020425014,-0.015346226955138542,-0.013647419359859914,0.014541676887406485,-0.023425359076623464,-0.01663700395804346,0.014927132339345395,-0.011596555364109307,0.011740533931833275,-0.01753955790448436,-0.004697503082156218,0.002994434820751568,-0.029649786448200377,0.0017502157906172933,-0.004315327873137154,0.015263052446214953,-0.022304189792261564,0.013473021351472658
